评论,评分
长得不错，颜值很高，方方正正的，轻薄，拿在手里很舒服，电池还行吧，撑一整天有点压力，充电速度也不是很快，充电器33W，实际功率20W的样子，充满大概一个小时，拍照很不错，还带视频防抖，功能强大，有很多nice的功能，运行流畅，王者什么的没有压力，前置广角摄像头很棒，但是后置广角摄像头图像有点变形，origin系统很棒，天玑1100很强大，5G网速很快，有40M/s，手机综合性能不错,5
手机收到了。京东的物流真的给力。13号下午下的订单，14号中午收到。外形外观：确实是我喜欢的，无论是造型还是工艺线条真的非常的好。简直是爱不释手。屏幕音效：手机的音效那是没得说，外音清澈洪亮。入耳很震撼的那种感觉，手机的喇叭又不会抖动。拍照效果：像素效果没得说，确实很棒。运行速度：手机的运行速度非常的快。刚买的手机运行速度都不会差，等过一段时间再追评。待机时间：刚打开48个电，用了用电量还可以。毕竟是智能手机，运行的软件功能太多，所以耗电量还是大一点。其他特色： Vivo手机的语音功能，还有一些辅助功能，确实很实用，有一些小应用真不错。而且很重要的一条。现在网购的手机，它的售后和维修都非常的方便。我这款vivo S9的手机电子保单已经激活，在我们县城就可以售后维修。如果有需要的朋友推荐，赶快下单入手，值得拥有。,5
手机外观设计很好看，手机反应很快，手机很好用，照相很清，听歌音质很好,5
vivo S9还支持五重超质感美颜，可以自动美妆；以及光影模式、双重曝光等带来的自动打光效果等等，在自拍功能与玩法方面都给予了用户需求方面的最大满足。所以对于喜欢自拍的朋友们而言，这可能真是目前最值得买的一款自拍手机了。,5
vivo S9 5G手机 8GB+256GB 朝露白 前置4400万超清双摄 后置6400万OIS黑光夜视 6**旗舰芯片 拍照手机手机不错，做工没得说，相机很满意，外形外观：高端大气上档次，低调奢华有内涵。屏幕音效：整体来说很不错。拍照效果：满意。运行速度：凑合待机时间：用了4小时，掉了17%的电。其他特色：适合女性。,5
618零点下单的，第二天下午就送到家了，京东物流简直是一级棒！手机盒子看着就漂亮，手机简单时尚感十足，握着轻薄舒适。新机运行比较流畅，&ldquo;朝露白&rdquo;比图片好看，很喜欢这个颜色。对了还送了一张联通卡。拍照效果：很好，感觉不用P图了哈哈哈。待机时间：有点费电，待机时间有待加强。,5
老早就收到货了，特地用了几天才来评价，vivoS9手机的颜值高，拍照功能非常清晰，运行速度快，手机充电快，一天一充，机身轻薄，不累手，大爱。还有客服服务态度非常好，不懂的都会耐心讲，就冲这点必须点赞??,5
外观挺漂亮，手感很不错，屏幕看着舒服，拍照效果不错，运行速度挺快的，待机时间还可以，可惜是给我闺女的手机换购的。,5
特意用了两天来评价的，当天晚上下单第二天下午就收到了，京东物流就是快，给力！收到真的很惊喜，手机盒子很漂亮，是全新未拆的新机子，手机也惊艳到我了，真的很漂亮，手感也很好，是我想要的样子，运行速度非常快，这么大的内存够我用的了，拍照也非常的好，很清晰，夜景也清晰，喜欢拍照的可以选这款，真心推荐，还有耳机声音真的大，不像别的牌子的耳机听的声音真的非常的小，这个带的耳机真的非常的好。没让我失望,5
第一天买第二天就到货了京东物流就是快！vivos9像素就是好不管是拍人还是拍物都特别清晰！外形外观：外观设计的很好很漂亮，超薄很有手感，屏幕音效：音质很好屏，幕很清晰！刷新率也很好！运行速度：12G256G速度果然很快牌照玩游戏都很过瘾！,5
618买的非常超值，省外调货也能做到次日达，非常给力，给老婆大人买的，外观好看，功能强大，视频还能开美颜，还送无线耳机和充电套装，真的是很愉快的一次购物。,5
vivos9屏幕对称美观，支持90Hz高刷新率+180Hz触挖采样率。配色时尚触感细腻，手感舒适。轻薄机身金属中框设计，显得更加干净利落！厚度为7.35mm重量仅173g，是vivo  5G手机最轻薄的。外观设计非常卓越，自拍及后置拍摄以及性能方面都非常出色，推存使用！,5
vivos9运行速度快，续航能力强，充电半小时，中度使用二天，拍照杠杠的！店铺诚信经营，信誉卓越，推荐使用vivo手机！,5
vivo还是一如既往的优秀?作为一个vivo的老客户，这次换手机果断还是选择了这个???S9的外观更流畅，颜值高，上手非灵巧，手感很好之前的内存太小，不够用，特地换个内存强大的手机同类手机，s9性价比非常高，希望这个还是一如既往的好用?????????,5
相当漂亮，拍照功能强大，运行速度没得说，还是挺快的！毕竟12+256嘛！自带的透明保护套也是很不错的，很紧，做工也是精致。握感舒适，没有一点割手感！老婆喜欢的不要不要的！,5
性价比很高.拍照功能很多！很流畅感觉vivo比华为同等价位好些.直播间下单还送快充！充电头很有份量！手感也很好！第三第四是苹果12！第五第六是S9！还是有点区别！但是苹果贵三四千啊。,5
第一次买vivo的手机，收到货后，白色带细闪的外包装就很吸引人，入手的印象时光色，实物太漂亮了，会根据光线折射出不同色彩，颜值杠杠的。手机非常轻薄，拿在手里一点不沉。新系统用起来超级nice，运行飞快，超级带感，打游戏也很棒，特别流畅。手机的摄像方面更是出众，前置超广角自拍双摄，加上柔光灯的加持，怎么拍都好看，真是完美，喜欢的不得了。,5
送老婆的  拍照很好看 自带美颜效果 外观也很好看 手机大小合适  很薄 老婆很喜欢运行速度：玩了几盘游戏  很快   很流畅,5
手机收到了，包装完美，5g手机目前是超薄的一款，手持感很好，直角边框设计，手机系统流畅顺滑非常好用一点也不卡顿，屏占比很高，拍照像素很清晰后置6400万像素，前置4400万像素，有防抖功能，夜景拍摄跟夜景很好，拍照真的很好看！,5
手机昨天就收到了 今天打卡的 很好看是我期待的效果?爱了爱了外形外观：很好 手感拿着特好屏幕音效：特意试了 yy古的 哈哈哈细节我都拍了 喜欢的姐妹们赶快下单 是真的好看挺适合喜欢拍照的小姐妹的这个 拍出来夜景也好看 晚上拍照自拍都好看 满意满意满意,5
发货很快，上午下单，下午就到了 贴了膜 送了手机壳 自己 导出 旧手机内容很是方便 像素现在也高了 还有好多功能，我还没用过，正在摸索中 不错，不错 h啵啵,5
拍照不错,5
手机用起来流畅，没有卡顿,5
先给个好评吧,5
宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！东西质量非常好，与卖家描述的完全一致，非常满意特别特别特别好，没有任何破损的地方，外观也好看，好评！,5
外形外观：S9的外形确实很好看 漂亮 手机本身也很轻薄才173克 搭配6.44寸屏幕 4000毫安电池 做到如此轻薄不错了拍照效果：自拍很强 这款手机主打就是自拍 后置6400万高清模式拍照也够用了 屏幕音效：屏幕指纹解锁很快的运行速度：8g的运行内存 加上3g的内存融合技术 绝对够用了 待机时间：重度使用一天两充吧  还可以不错了 33瓦快充速度 1个小时手机可以完全充满 vivo手机确实还不错 其他特色：天玑1100的处理器日常绝对够用了 玩吃鸡王者完全没有问题,5
好评，手机和图片一样漂亮，电池也耐用,5
收到已用很不错,5
s手机不怎么发热充电快待机时间还可以,5
运行速度：快,5
手机外观漂亮，适合女生使用，目前使用很流畅，耗电速度不是很快，京东快递也很快呀，十分的nice屏幕音效：屏幕清晰拍照效果：十分nice运行速度：玩游戏都不卡,5
给妹妹买的，真的很不错的一款手机，因为我一直在用vivo所以在向她推荐这款并征求了老妹的意见后，她选择了s9，颜值真的是没的说，轻薄耐看还亮眼，对于女生来说的拍照功能也是很棒，老妹很满意这部手机，而我很满意它带给妹妹的开心。,5
收到时看到实物顿时觉得美翻了，神仙颜值，拿在手里尺寸也刚好，轻薄的不得了，无敌喜欢。就是冲着强大的拍照功能选的这款，果然不负众望，女生们可以撒花了，太好用。用旧手机置换了这款3月初刚问世的新机，加起来补贴也比去实体店给的多，非常划算。还加了延期半年的质保。总之，非常满意的购物体验。,5
哈哈哈，种草很久了，我很喜欢这款手机！颜色也也是我喜欢的，拿在手里很有质感，触屏灵敏，拍照效果很好，待机时间长，手感很好！六一八搞活动买的，很划算，京东活动力度很大，喜欢在京东买东西！,5
超喜欢这个莫奈漫彩渐变色的背面！非常漂亮！手机反应速度很快，内存大，电池很耐用，拍照也很清晰，自动美颜。一直觉得vivo的性价比很高，前面用过一部vivo手机用了几年，这次8月出新品刚好可以用上，好喜欢！,5
物流很快 昨天买的 今天就到了 手机外观大气 像素高 反应也很快 新机还没玩，等玩两天再做评价,5
白色后壳很好看，价格便宜，性能好，电池能用一天，充电快。拍照很赞，清晰人脸，晚上拍也能轻松搞定。一直使用vivo手机，很喜欢操作界面。,5
手机收到了，颜值超赞，手感超好，vivo的最新系统也很有创意，从vivoX9就开始用了，非常信赖，自拍功能最为强大，系统流畅，同价位手机性价比很高，极力推荐！外形外观：超薄屏幕音效：不错拍照效果：自拍超级给力，美颜效果不错！运行速度：天玑1100，处理器够用,5
手机美观大方，手感好，轻薄。声音清晰、听音乐音量好。特意用了两天在来评价，指纹人脸解锁快，运行速度快，不花烫。拍照效果很好。,5
比原来的vivo手机厚一点，vivoS9外观漂亮，听音乐音效很棒，拍照效果尤其好，下面晒图有对比，功能也比以前多，****很便捷高效，最重要内存强大，下载速度很快，越用越喜欢。好评！,5
外观好看，运行速度也可以，挺好的，好评,5
还不错,5
国产手机就是接地气，不用买什么苹果香蕉之类的外国手机,5
手机正在使用中，整体感觉还是不错的，好评了,5
终于收到货了，给妈妈使用，妈妈非常非常喜欢，做工精致漂亮，已经被很多人夸了，真的太开心了，已经是他家的忠实粉丝了，以后还会继续买买买的,5
给老婆买的手机，做了攻略才来看的这款，主要还是看到自拍辅助功能和美图强大才买的，当然配置也要有。女性的需求应该是这样，反正老婆用得很开心。,5
手机非常好 家长用了非常开心,5
手机很好用，快递很快,5
手机很喜欢。外观漂亮 有手感,5
京东自营多，快，好省，昨天晚上下的单，今天上午就到了，京东自营真给力,5
这手机很好用，颜色很喜欢，电池特耐用，运行速度很快，内存足够用，拍照也特别清楚，能美颜，放大多可以看到毛孔，颜色还很炫彩，充电速度也快，系统反应很快，一句话值得大家购买,5
宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！?商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！货收到后就拆开用了，质量很好，东西和官网买的没区别！,5
外形外观：颜值高屏幕音效：很清晰拍照效果：拍照效果很好待机时间：充电快，电量充足运行速度：内存大其他特色：总体来说都还不错，很好,5
帮同事买的，她用了好几天了，还不错，反应速度快不卡，用起来很顺畅呢，而且256g足够大，能让她拍很多照片，用起来蛮方便的呢,5
第一次用vivo手机用了感觉不错，拍照很清晰，屏幕上也贴了膜?里面有耳机总体来说还是不错的 ，外形外观：喜欢?屏幕音效：好，不错，没啥缺点拍照效果：杠杠的运行速度：?待机时间：?,5
颜值爆表，整机轻薄，手感很好，配了个磨砂硬壳更完美。硬件方面完全够用了，内存融合功能太棒了，直接提升3G运行内存。前后摄像头像素都比较高，无论是远景还是人像拍出的效果都很棒！很不错的机型!,5
好漂亮的一款手机，颜值担当哦，真的是很好看的一款手机，手感舒适，很有质感，用起来也是超快速度，地点都不卡顿，不知道为啥有人评价说卡顿的，手机拍照功能超强大，我也不太会说啥，总之很值得购买，喜欢的朋友可以入手，绝对物超所值！完全满足我的需求！,5
越用越喜欢，送货也快，太喜欢了，手感质感太容易上手了，美美哒，新买了一个皮质的手机壳，等到货后用上，太喜欢啦，性价比超高，太合适了！,5
手机刚入手感觉颜值非常高，手感非常不错 特别轻薄 前置摄像头自拍很清晰  天玑的处理器玩游戏吃鸡很流畅  一直都用vivo手机以后还会继续用的,5
手机拍照真是太完美了  感觉我以后会爱上拍照  吃鸡拍照都喜欢,5
京东物流就是靠谱，先一天下单，第二天就收到了，机子漂亮，价格实惠，值得信赖的京东，一如既往的选择京东，拍照效果：特别好的拍照效果。。。,5
挺好的手机，用起来很流畅，外观,5
手机外观美观大方，送人的礼物是个不错的选择，轻轻薄薄的，照相功能也很清晰，一次满意的购物,5
给孩子买的，不错,5
正品,5
京东值得信赖！手机一直在京东自营店买的！,5
总是会慢半拍，希望有新的系统改善,5
手机很好！很好看手感很好,5
给爸爸买的 手感不错  挺流畅的,5
不错。,5
618直播间大促购买的，领了各种优惠券，真的非常非常划算！机子外观很漂亮，时尚百搭！相机像素也超棒，拍出来的照片比美颜还好看，非常赞??,5
整体轻薄小巧，手感不错，屏幕占比也大，屏幕色彩鲜艳。主要看中它的拍照功能，有三颗摄像头，而且带光学防抖，自拍的补光灯也很强大，界面看起来清爽干净。送给我爸的，用着很顺手,5
外观超靓。还赠送了手机壳和手机膜运行速度：杠杠快呀屏幕音效：非常不错拍照效果：照亮你的美待机时间：非常不错其他特色：真的是超级不错的一台手机。老爸超级喜欢，爱不释手?,5
外观很好看，蓝色很不错，刚开始纠结买白色还是蓝色，最后确定买蓝色，确实被颜色惊艳到了，手机很轻薄，拍照很给力，女朋友很喜欢，不打游戏，发热一般，充电快，屏幕分辨率感觉没lcd得屏幕好，有有颗粒感，介意的慎重选择，其他方面还好，值得入手。,5
第二部了，很喜欢，颜值担当，拍照杠杠的，晚上拍照也很不错，太喜欢了，实在爱不释手，活动买的很划算，刚好要换手机，很满意！,5
非常喜欢，印象拾光真的超级漂亮。拍照效果杠杠的，不亏是年轻人最爱的手机。颜值高像素高，拍照好看。真的是哪哪儿都好。耳机的音质也特别好，满足音乐爱好者。运行速度真的特别快，内存大，未来两年不需要换手机了。,5
购买的手机 12GB+256GB 印象拾光 前置4400万超清双摄 后置6400万OIS黑光夜视 6**旗舰芯片 拍照手机试用了挺不错的，手感很好，拍照有很多模式，还很清晰，内存也大，待机时间也算长,5
外形外观：简单大方，后背随光线不同而变换不同色彩很喜欢屏幕音效：屏幕效果惊艳全场，是我用过最舒服的屏幕效果了拍照效果：拍照效果非常棒，不愧是自拍旗舰运行速度：运行速度很快待机时间：才拿到收，有待进一步体验其他特色：其他特色：轻薄自拍旗舰  vivo S9 5G手机 8GB+256GB 印象拾光 前置4400万超清双摄 后置6400万OIS黑光夜视 6**旗舰芯片 拍照手机,5
618买的，用了几天才来评价，因信赖这个品牌，每次换机都会选安它，S9反应速度很快，很流畅，拍照超清晰，买给老婆用的，她非常满意，下次换机还选vivo,5
包装严实精致，打开就被手机外观吸引了，颜值担当，性能很不错，电池续航目前看着也非常可观，拍照细节很清晰，很满意。,5
vivo的手机非常好用，给爸妈之前都买的s5，就很快很好用。自己的苹果最近总死机信号也不好，果断入手s9，支持国货。一开始确实系统使用的不习惯，用几天就好了，s9的系统做的很人性化，功能特别强大，特效也很炫，非常喜欢！已推荐同事购买，支持国产人人有责，五星好评！,5
外形外观：很好看呢，炫彩夺目拍照效果：很清晰，定焦很准，自动识别人像开启美颜，超广角拍摄和微距很好用待机时间：充电很快，极速闪充，用的很久，玩一天是没有问题哒屏幕音效：音效很好，听歌很舒适，耳机跟充电孔是一个地方，很方便运行速度：安装了20几个软件，用起来很流畅，后台运行多个软件没问题,5
618活动给女儿买的！分量比较轻，颜色很漂亮！女儿蛮喜欢的，介绍的说拍照一流，还没好好测试！反正小孩感觉比较好就是了，然后就是等着礼品到货啊！,5
手机运行很流畅，拍照效果很好，待机时间比较长，手机外观颜色很漂亮手感不错，快充特别好用，很快充满电！,5
买给老婆的，老婆很喜欢。三星屏幕主要是听说拍照效果又好，机子到手，相机确实给力,5
非常喜欢，外形设计手感特别好，音效听歌很有感觉，音质响亮，拍照清晰，专业美颜，自拍神器，运行快打游戏666飞起来，电池超级耐用，超值购物，快递超快，今天下单明天到货，，用了几天，老婆也喜欢，送给老婆了。,5
手机包装完整，背板颜色很正，手感很舒适，大小也合适，开机速度很快，快捷操作很方便。相机模式多样，拍摄的视频，照片效果很不错。充电速度也很快。,5
第一次用VIVO，外形很漂亮，手感也很好，拍照能力的确很强，不愧是主打拍照的手机，新机器系统很流畅，个个功能也很好用，不知道以后用久了怎么样，以后再说,5
运行速度：今天货到了，质量好。包装盒子好。服务态度很好。京东网货的质量好，大家放心买。下次在买京东网。,5
今天货到了，包装盒子好。服务态度很好。,5
外形外观：手感很好运行速度：很流畅待机时间：待机时间一般其他特色：柔光拍摄是真的可以总的来说这款手机还可以，充电速度也很快，手机很轻薄，握着手感很舒服，12G运行内存，相当于15G的,5
特意用了几天来评价，外形外观：手感好，握住手机单手操作方便快捷！屏幕音效：屏幕分辨率清晰靓丽，流畅度好，声音清脆悦耳！拍照效果：拍照各方面都很满意，因为我个人很喜欢拍摄一些风景！不错运行速度：运行速度迅速流畅！用起来感觉给好评！,5
外观挺好看的，给女儿用的确很适合，相机效果也可以，第一次买VIVO产品，以后我换手机也会考虑VIVO。,5
外形外观：特别喜欢，漂亮拍照效果：特别好，前置双摄像头好运行速度：特别快，一点都不卡待机时间：时间很长了，一天没问题屏幕音效：手机屏幕好，声音也好其他特色：一直都用vivo手机，特别好用,5
"外形外观：就是奔颜值来的，外表的材质，设计真的很好。屏幕音效：音质很好，听音乐让人有种很享受的感觉，都不想关音乐。拍照效果：前置后置拍照是真的很好，原估计IQOO neo5,看到这款，考虑好几天，选了这款。运行速度：内存融合3g用起来很流畅，原估计买一加，但看到有内存融合，果断选了vivo。待机时间：这个嘛，中规中矩，开了5G，90hz刷新率，玩游戏我觉得可能会一天两充，因为我不玩游戏，用下来一天一夜，还行吧。其他特色：我觉得没有耳机插孔，却给了带线耳机，这个其实不如不给，当然没有孔不是说不好，其实我个人感觉很好，没有孔反而灰尘进不去。    综合评分可以给8.5分吧，用了两天手机很好用，内存读写速度很快，下载APP，开机，进入软件真的很快，两个字，爱了。",5
使用了几天很不错，很流畅，开机，进入软件，下载安装很快，手机使用很满意,5
外形外观：秀气，屏很大，但拿在手里很合适屏幕音效：超美的图片显示，声音也好听拍照效果：拍照很强大，自拍自带美颜修正的运行速度：刚开始用，很快，时间长了不知道咋样其他特色：莫奈漫彩的外壳真心美S7这款是蹲了二天直播间最后选定的，不等双十一了，先下手不遗憾。选了8+256的，标配里有耳机，充电线、头，还送了手机壳。自带钢化膜的，暂时不用买，双十一可以考虑囤货壳，膜备用。几张多@片是S7拍的，放大了细节也很美很清晰。,5
发货快、预售品也是第二天收到、这效率杠杠的、一直信赖京东、还可以开发票、用了段时间了、没出现什么问题、拍照很清晰、充电很快、配套齐全、屏幕很清晰、待机时间长。,5
手机收到啦，真的挺惊喜的 颜色真的好看啊 挺美的 马上就自拍看看啦真的挺清晰的 自拍也是给力啊 还有超广角人像 满意啦,5
用着真的不错的，手感不错啦  大小刚好的 电池容量也耐用 拍照玩了很久还有电 满意,5
朝露白超级耐看，到手一个多月了，我觉得不错，指纹很灵敏，在原装膜上面又贴了一层膜，即便如此，指纹识别也很棒。快充33w速度也很快，完全够用。自拍还是很不错的，吃鸡也没什么问题，偶尔发热，但正常，毕竟夏天嘛！闪退出现一两次，之后没有出现过。还是很流畅的！很推荐购买！这个快捷图标很棒，我不喜欢下拉式样的！直角边框很好看！,5
使用结果如下，外观设计精美，运行速度快，大储存，耳机音效非常好,5
运行非常流畅，拍照效果一流，这款今年出的产品特喜欢。屏幕显示出众，音质完美，发货速度又快，拍照效果:佳。待机时间:满意。,5
下单前考虑的是性价比，收到货后被炫彩的机身惊艳到了 ，中框设计手感很好，机身轻薄 ，画面流畅清晰 ，内存够大 ，拍照还自带美颜功能 ， 肤色自然不浮夸 ，值得购买 。,5
颜值很高，很薄。拍照超好看。美颜效果杠杠的。操作很流畅，手感很好。看起来很高大上。真的很值得买。,5
朋友都看好了。也要买一个。,5
运行速度：骁龙765G处理器，最高8GB（LPDDR4X）+256GB（UFS2.1）内存组合虽然不如旗舰865那么极致体验但是运营游戏，多开app运营起来没有压力。屏幕音效：6.44英寸1080P AMOLED屏幕，显示效果很细腻。分辨率达到了2400&times;1080。同时支持L**局部色彩映射技术，能够动态调整，显示区域对比度，户外屏幕内容依旧能够清晰可见。并且还支持DC调光功能，游戏中支持护眼模式自动适应，暗光条件还能保护双眼。其他特色：骁龙765G处理器，4000mAh的电池，支持33W快充。同附赠了保护壳，耳机等很多配件，非常贴心！待机时间：4000mAh的电池?是主流平均水平，官方数据满电情况下可以连续通话14.7小时。实际重度五个小时，电池从满电降到了58%，日常使用完全不用担心续航问题。外形外观：后盖细腻的AG工艺，温润且细腻，不同角度蓝紫渐变非常好看。虽然是塑料中框，但金属观感很强，搭配起来非常耐看。拍照效果：自拍效果真的不错。前置4400万+800万超广角，后置6400万+800万超广角/微距+200万黑白镜头，可拍多种风格和角度照片，实际测试效果感觉非常强大。,5
手机已收到，包装精美，有耳机，充电器，充电线的赠品，操作非常丝滑，拍照一流，反应很快，打游戏点都不卡，好评。,5
是送给妈妈的礼物，妈妈很喜欢，机身轻薄，开机速度快，指纹灵敏，屏幕分辨率清晰，色彩鲜艳亮丽，有不刺眼，声音也大，拍照效果也OK，反正妈妈喜欢就是最好的礼物。运行速度：快，不玩游戏，普通程序没有问题。拍照效果：挺好的。屏幕音效：非常好。外形外观：外观简单，机身轻薄，刷视频完全可以单手操作。,5
外形外观：高端大气上档次，低调奢华有内涵。屏幕音效：整体来说还不错。拍照效果：拍照和其他手机就是不一样，摄像方便更出众，前置超广角自拍双摄，加上柔和灯光加持，怎么拍都好看，真是完美，喜欢的不的了。待机时间：用了4个小时才掉17％电。其他特色：白色带细闪的外包装就很吸引人，入手的印象时光色，实物太漂亮了，会根据光折射出不同色彩，颜值刚刚的运行速度：满意，运行速度飞快，超级带感，打游戏也很棒，特别流畅。,5
家里买了两个s9了，**最近买手机我又推荐了，真的不错,5
比较了好几天，还是选这个，相机真是好用,5
颜值很高，质量很好，很好用，很满意。发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！,5
拍照还好，就是感觉天机好像不是很好用，比较适合女孩子吧，外观颜值也不错，感觉屏幕容易刮花，刚开学就花了，可以自己换钢化膜吧！,5
好,5
咋回事，***聊关闭声音，还是有提示,5
给家人买的手机，目前没有说有啥问题,5
外形外观：喜欢哈哈哈屏幕音效：也很好运行速度：快，不卡呀，好用,5
电池不耐用,5
发货快，快递给力，一天就收到手机了，手机非常好用???,5
外形外观：外观新颖，时尚潮流屏幕音效：屏幕清晰，显示效果非常棒拍照效果：美的不行运行速度：杠杠的，忒快了待机时间：本人不怎么玩游戏，够用了其他特色：嘎嘎嘎得,5
好很好非常好，京东物流飞快，京东小哥服务态度很好，昨天下单今天到，拍照效果很好，运行飞快，质量没问题，一直都用ⅤⅰⅤ0手机，先用一段时间再来追评????????????????????,5
vivo S9手机确实好看，朝暮白，这个电池后盖也非常的绚丽多彩，这个厚度也是很薄的超级喜欢，握在手里很适合手型，舒服， 手机的自拍也是绝了，可以和别的手机的后置pk了，手机搭载1100芯片，基本都够用了，推荐购买~~,5
外形外观：好看屏幕音效：单外设音筒，遗憾拍照效果：好运行速度：很快。 电源键是磨砂摁键，挺喜欢这点,5
很漂亮的一款手机，手感很好，很轻薄，颜色超正。充电很快就满了，运行速度也很快，打游戏很流畅。这是我第一次用vivo手机，觉得非常满意。,5
s9刚刚上市就入手了，刚玩了一下，前置拍照非常清晰，自拍再也不用P图了哈哈哈，不愧是自拍旗舰，外观大气轻巧，触感灵敏，功能也很齐全，总而言之，满意！,5
拍照效果：很好，加特效更好运行速度：可以外形外观：很漂亮，闪闪的待机时间：充电快，用电也快屏幕音效：可以，声音比吵架还大声其他特色：发热算不算特色？,5
第一次买这么贵的东西很不错，非常好用，天玑的处理器速度非常快，打游戏也不卡，非常流畅，耳机都有的，充电速度真的是太棒了！买的子夜蓝颜色真的好看，喜欢,5
手机比预期的要好，各方面很满意，vivo加油！,5
预售的效果还是蛮不错的，发货速度很快，快递小哥也很给力，当天就收到货了，拿到手看一下，觉得还不错的，以前都是用华为的机，这是第一部vivo手机，还是不错的，期待后续好用吧?后续用了再来追评。,5
感觉感反应快，尤其拆完手机套拍照片晒单瞬间到了地上，比5G快多了。昨天收到货开心，今天心塞了回去，不过小事情。我大意的动作人为的。言归正传，夜视拍照很惊讶，前面两灯光很个性。外观手感方面看着特别舒服。打游戏无高温发烫现象，非常满意的,5
拍视频特别清晰，电池耐用。而且自带APP（i管家）可以设置移动数据连网关闭，需要时打开，不会跑流量，有收到短信，屏边缘有氛围光效，自己喜欢设置，太好看了，很喜欢，够酷炫。,5
外形外观：外形非常惊艳，一眼就爱上，时尚休闲设计，看起特别舒服。屏幕音效：屏幕分辨率很高，音质没得说，这款手机的亮点之一。拍照效果：拍照效果是这款手机最大的特色，爱不释手，简直让人惊喜。运行速度：没有卡顿现象。,5
冲着颜值买的，外观太漂亮了。这是用过的第三个VIVO手机，很喜欢拍照功能。****也很方便，一会功夫就用上新手机了。京东次日达很棒。,5
外形外观：外观也漂亮运行速度：很快。拍照效果：拍照效果真的超级超级漂亮啊其他特色：充电时间很快，一直在荣耀个和s7犹豫，不知道选择哪个，最后还是拍了这个。手感真的太好了。,5
手机颜值很高，手感也很不错，很薄，目前感觉稍微有点长，但应该用一段时间就习惯了，很喜欢，第一次用vivo手机，朋友推荐的，刚拍了一张照片，确实不错，听歌音效也不错,5
给媳妇买的手机，媳妇很喜欢，拍照很亮，适合给孩子拍照，拍出照片都很好看。,5
很好用的一款手机,5
外形外观：光学的后壳看着特别漂亮。拍照效果：拍照效果很不错，尤其是前摄，特别适合自拍，效果很好。运行速度：运行流畅待机时间：正常使用一天一冲。超薄的机身，金属中框，适合女士，重量和手感特别好。,5
"之前用过vivo,比较轻薄，手感好，当时就觉得很好用，最近要换手机果断又选了S9.,在颜色上纠结了很久，最终下单白色，拿到手绝对超乎想象，一个字:好！两个字:漂亮！三个字:很大气，是那种有层次感白中炫彩的感觉，素静又不失活泼。大小合适，有质感，上档次，反应快，感觉系统还不错！来3张照片看看，正面侧面加背面，希望给有意向的宝宝们一些参考！",5
这款手机，照相非常清晰，一直都很喜欢，手机使用起来很流畅，玩游戏也可以，拍照功能很能打，出门拍照，拍视频毫无压力，电池也非常耐用，对于手机不离手的我来说，非常够用，以后会持续关注新品,5
爱了，爱了，vivos9全方面都让我很满意，外观设计高端大气好看，而且机身正面则是一块6.44英寸的AMOLED屏幕，分辨率达到2400&times;1080，并且支持90Hz的屏幕刷新率以及180Hz的触控采样率。并且这块屏幕还支持了HDR10+，并且通过了德国莱茵T&Uuml;V低蓝光认证，不仅显示效果更加出色，同时还可以在长时间使用的时候降低用眼疲劳，拍照功能更没得说！大赞?他还加入了运动抓拍功能，这对于不少朋友来说可能是解决了大问题的。在拍摄小动物或者家里孩子的时候，可能一直处在运动的情况，那么运动抓拍功能会通过EFB追焦和万物追焦技术保证不丢失主体，即使是拍摄运动物体也能够非常清晰，在性能方面也表现不俗，它搭载了天玑1100旗舰芯片，这也是基于6**制程工艺打造的旗舰芯片，采用业内领先的A78架构，主频可以达到2.6GHz！爱了！,5
用了一个星期了，来说说感受吧！外观漂亮，很是炫彩，赏心悦目，反应也很快，很流畅，这个屏幕尺寸女生单手操作也OK，拍照果然很强大，不愧是主打拍照手机，电池也比较耐用，正常玩一天足够。活动入手的，分期免息付款，还送一个双肩背包，很满意,5
vivo老用户了，用了几天来评价的，快递照旧给力，隔天达，包装完好无缺，手机外观漂亮，女孩用推荐印象拾光，操作流畅，内存够大，音效清晰，特别是自拍照特别清晰，喜欢拍照的推荐入手，真实体验,5
外观大气，系统流畅，电池非常给力，基本上两天充一次，非常满意的一次购物，值得信赖的品牌。拍照效果：清晰，艳丽运行速度：反应灵敏待机时间：超长,5
第一次买vivo手机，手机颜值很高，朝露白大爱，不同的角度有不一样的流光，很轻薄，相比挖孔屏，我更喜欢这种刘海屏，新机系统很流畅，手机才拿到手还没怎么玩，期待发现更多优点,5
看了很多手机，最终选定这款，拍照很好看，新手都可以拍的很好看，照亮我的美。我小孩帮我照，都把我照的好看，适合我这种女生用。大家想把自己拍的美美的，就赶快下单买。,5
